Tenant_id,source_system,client_batch_ref,client_payout_ref,invoice_id,voucher_id,ledger_name,vendor_id,vendor_name,beneficiary_name,beneficiary_account_number,beneficiary_ifsc,beneficiary_vpa,amount,currency,payment_method,rail_hint,payout_purpose,scheduled_execution_at,expected_value_date,bank_account_ref,approval_ref,idempotency_key,remarks,pan_number,mcc_code
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0001,INV-11721,VOUCH-11721,Operating_Ledger,VEND-6721,Amit Singh,Amit Singh,,,amit.singh99@okaxis,2946.22,INR,UPI,UPI,refund,2026-06-15 13:30:00,2026-06-15,leak_batch_001-0001-bank,leak_batch_001-0001-approval,leak_batch_001-0001-idemp,Generated leakage training batch LEAK_BATCH_001,KCRFB9785A,6354
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0002,INV-11654,VOUCH-11654,Operating_Ledger,VEND-6654,Neha Joshi,Neha Joshi,,,neha.joshi37@okaxis,4207.503,INR,UPI,UPI,cashback,2026-06-15 09:30:00,2026-06-15,leak_batch_001-0002-bank,leak_batch_001-0002-approval,leak_batch_001-0002-idemp,Generated leakage training batch LEAK_BATCH_001,IQPFW4080D,7624
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0003,INV-10543,VOUCH-10543,Operating_Ledger,VEND-5543,Rahul Reddy,Rahul Reddy,,,rahul.reddy88@okaxis,1494.029,INR,UPI,UPI,salary,2026-06-15 08:00:00,2026-06-15,leak_batch_001-0003-bank,leak_batch_001-0003-approval,leak_batch_001-0003-idemp,Generated leakage training batch LEAK_BATCH_001,VTVGM9074K,445
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0004,INV-10061,VOUCH-10061,Operating_Ledger,VEND-5061,Priya Sharma,Priya Sharma,8.05228E+11,KKBK0974493,,3673.827,INR,BANK_TRANSFER,IMPS,salary,2026-06-15 12:40:00,2026-06-15,leak_batch_001-0004-bank,leak_batch_001-0004-approval,leak_batch_001-0004-idemp,Generated leakage training batch LEAK_BATCH_001,MAHTT2708M,9914
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0005,INV-10721,VOUCH-10721,Operating_Ledger,VEND-5721,Vikram Sharma,Vikram Sharma,,,vikram.sharma30@okaxis,1841.795,INR,UPI,UPI,cashback,2026-06-15 17:40:00,2026-06-15,leak_batch_001-0005-bank,leak_batch_001-0005-approval,leak_batch_001-0005-idemp,Generated leakage training batch LEAK_BATCH_001,LMQWW0750F,4728
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0006,INV-11229,VOUCH-11229,Operating_Ledger,VEND-6229,Sneha Patel,Sneha Patel,,,sneha.patel20@okaxis,1581.381,INR,UPI,UPI,cashback,2026-06-15 09:40:00,2026-06-15,leak_batch_001-0006-bank,leak_batch_001-0006-approval,leak_batch_001-0006-idemp,Generated leakage training batch LEAK_BATCH_001,LDKTJ1791Z,8251
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0007,INV-11502,VOUCH-11502,Operating_Ledger,VEND-6502,Sneha Nair,Sneha Nair,,,sneha.nair79@okaxis,1001.758,INR,UPI,UPI,salary,2026-06-15 13:40:00,2026-06-15,leak_batch_001-0007-bank,leak_batch_001-0007-approval,leak_batch_001-0007-idemp,Generated leakage training batch LEAK_BATCH_001,KVWHU5241S,1946
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0008,INV-11282,VOUCH-11282,Operating_Ledger,VEND-6282,Deepak Patel,Deepak Patel,1.84349E+11,SBIN0129674,,3431.952,INR,BANK_TRANSFER,IMPS,cashback,2026-06-15 18:50:00,2026-06-15,leak_batch_001-0008-bank,leak_batch_001-0008-approval,leak_batch_001-0008-idemp,Generated leakage training batch LEAK_BATCH_001,JWRQN1561X,9226
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0009,INV-11181,VOUCH-11181,Operating_Ledger,VEND-6181,Priya Reddy,Priya Reddy,7.2765E+11,KKBK0102601,,2038.281,INR,BANK_TRANSFER,IMPS,refund,2026-06-15 17:10:00,2026-06-15,leak_batch_001-0009-bank,leak_batch_001-0009-approval,leak_batch_001-0009-idemp,Generated leakage training batch LEAK_BATCH_001,QEKTD2360M,280
TENANT_001,Razorpay,LEAK_BATCH_001__f74d5f6c,LEAK_BATCH_001_PAY_0010,INV-10570,VOUCH-10570,Operating_Ledger,VEND-5570,Anjali Mehra,Anjali Mehra,,,anjali.mehra65@okaxis,2338.196,INR,UPI,UPI,salary,2026-06-15 17:30:00,2026-06-15,leak_batch_001-0010-bank,leak_batch_001-0010-approval,leak_batch_001-0010-idemp,Generated leakage training batch LEAK_BATCH_001,ZCTRK7134T,9774
